camera,date,filename,location,time,url
SM-S908B,2.December 2025,20251202_092840,20251202_092840,Tuesday 09:28,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::RVl3U1AyR2ZDVEVQWWg3cExmWEtmQT09?height=1080
SM-S908B,2.December 2025,20251202_092647,20251202_092647,Tuesday 09:26,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::K0E3b0pKdkRuUGxaL0I5bWszQjRmZz09?height=1080
SM-S908B,2.December 2025,20251202_092646,20251202_092646,Tuesday 09:26,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::M29QL3N5Uk5NdUlFMlZQR01GM2twdz09?height=1080
SM-S908B,2.December 2025,20251202_092643,20251202_092643,Tuesday 09:26,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::VzdkS3RVNzRyTTUvdW1sWUVsYXphdz09?height=1080
SM-S908B,2.December 2025,20251202_082157,20251202_082157,Tuesday 08:21,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::TUZVMEdTQ2xtdzl4RGJCcDBGMnJZdz09?height=1080
SM-S908B,2.December 2025,20251202_082150,20251202_082150,Tuesday 08:21,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::elJzK0k1cWh2eU4yb3BuUGNnSncwdz09?height=1080
SM-S908B,1.December 2025,20251201_200057,20251201_200057,Monday 20:00,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::d1NUUUUxcGlHbGgxd3hLcGRhcHV0dz09?height=1080
iPhone 15 Pro Max,1.December 2025,IMG_9402_1764621534488,"Quarta Praia em - Morro de São Paulo, Cairu - BA, 45428-000, Brazil",Monday 19:39,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::dEw5ODA4c0hLWlhGanhvZFVGSUJIUT09?height=1080
SM-S908B,1.December 2025,20251201_193538,20251201_193538,Monday 19:35,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::OWg3VEVxc3M4a1U0dTFPTVM5TVRXUT09?height=1080
SM-S908B,1.December 2025,20251201_193526,20251201_193526,Monday 19:35,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::Q3lMekczSHkxSTFBSi93MytTbm5VUT09?height=1080
SM-S908B,1.December 2025,20251201_193518,20251201_193518,Monday 19:35,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::bzR0THo1bThhNG4wRzdGd2I3bnFEZz09?height=1080
iPhone 15 Pro Max,1.December 2025,IMG_9401,"Quarta Praia em - Morro de São Paulo, Cairu - BA, 45428-000, Brazil",Monday 19:14,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::eWx0MzN2VUhNSDF4cWJlN3pjRGtqUT09?height=1080
SM-S908B,1.December 2025,20251201_184441,20251201_184441,Monday 18:44,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::Q1FDMFVtd1luVjVHVjEwRDB4N3ZVZz09?height=1080
SM-S908B,1.December 2025,20251201_184436,20251201_184436,Monday 18:44,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::NGlHVDlrUGVhMysvSmpReFRvYlJ6Zz09?height=1080
iPhone 15 Pro Max,1.December 2025,7ACAF65A-7F95-46AA-AD12-35DF059340ED,7ACAF65A-7F95-46AA-AD12-35DF059340ED,Monday 17:52,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::c3c0bVdWRmZNUFkxNFMxZVh4bmo5Zz09?height=1080
iPhone 15 Pro Max,1.December 2025,8EF26EBD-64AD-447B-B094-4B088CED3AA6,8EF26EBD-64AD-447B-B094-4B088CED3AA6,Monday 17:51,https://thumbnailer-proxy-0.prod.mdl.swisscom.ch/thumbnail/Storage::Photos::Asset::RzhVdDd4VVc2eHRJQUFNdnk0QlFPUT09?height=1080
